Timestamp,Index,Overton_ID,URL,Status,Content_Type,File_Saved,Message
2025-11-21 11:11:25,11,govsg-631613b7286295479723946aa0ba3cb2,https://www.caas.gov.sg/docs/default-source/publication/fuelling-a-green-revolution-_-bridging-skies.pdf,SKIPPED,N/A,govsg-631613b7286295479723946aa0ba3cb2.pdf,Already downloaded
2025-11-21 11:11:27,12,europa-55a28ae1221d49a51155d6f8543ea5da,https://op.europa.eu/en/publication-detail/-/publication/404198ce-a940-11e5-b528-01aa75ed71a1/language-en,SUCCESS,text/html;charset=utf-8,europa-55a28ae1221d49a51155d6f8543ea5da.html,Success
2025-11-21 11:11:27,13,stateofhawaiigov-1a0587c0c7bd8709f3a1d5ca24607658,https://energy.hawaii.gov/wp-content/uploads/2011/10/Act203of2011_InterimReportToTheLegislature.pdf,SKIPPED,N/A,stateofhawaiigov-1a0587c0c7bd8709f3a1d5ca24607658.pdf,Already downloaded
2025-11-21 11:11:29,14,nrelosti-a2830180634949563aacd96b483531f7,https://www.osti.gov/biblio/1969257,SUCCESS,text/html;charset=utf-8,nrelosti-a2830180634949563aacd96b483531f7.html,Success
2025-11-21 11:11:30,15,fao-a1c7ee4e8dd711623468b4ea08b3e363,https://openknowledge.fao.org/handle/20.500.14283/i1704e,SKIPPED,N/A,fao-a1c7ee4e8dd711623468b4ea08b3e363.html,Already downloaded
2025-11-21 11:11:32,16,nrelosti-d0bc51ccb625461d1961e2b074ba979f,https://www.osti.gov/biblio/1569970,SUCCESS,text/html;charset=utf-8,nrelosti-d0bc51ccb625461d1961e2b074ba979f.html,Success
2025-11-21 11:11:32,17,govsg-afcd3526a9ef2696d53f95b91d9a2c55,https://www.caas.gov.sg/docs/default-source/publication/fuelling-a-green-revolution-_-bridging-skies.pdf?sfvrsn=2,SKIPPED,N/A,govsg-afcd3526a9ef2696d53f95b91d9a2c55.pdf,Already downloaded
2025-11-21 11:11:32,18,unctad-bb636d1c6458608e06a93d293e8daa2d,https://unctad.org/system/files/official-document/ditcted2015d8_en.pdf,SKIPPED,N/A,unctad-bb636d1c6458608e06a93d293e8daa2d.pdf,Already downloaded
2025-11-21 11:11:47,19,governmentofargentina-235aebbd29f860bc4fb7422c1a0c169e,http://www.bioeconomia.mincyt.gob.ar/presentaciones/Simposio_Bioeconomia_2013_11_Gressel.pdf,FAILED,N/A,N/A,"HTTPConnectionPool(host='www.bioeconomia.mincyt.gob.ar', port=80): Max retries exceeded with url: /presentaciones/Simposio_Bioeconomia_2013_11_Gressel.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000023439CB1D00>, 'Connection to www.bioeconomia.mincyt.gob.ar timed out. (connect timeout=15)'))"
2025-11-21 11:11:51,20,irena-3c89d45fce3678644f1e12e765ca6850,https://www.irena.org/publications/2016/Oct/Innovation-Outlook-Advanced-Liquid-Biofuels,SUCCESS,text/html; charset=utf-8,irena-3c89d45fce3678644f1e12e765ca6850.html,Success
2025-11-21 11:11:54,21,europa-dcdd7bf62e2475a14742398ca8eb446d,https://op.europa.eu/en/publication-detail/-/publication/404198ce-a940-11e5-b528-01aa75ed71a1/language-en/format-PDF,SUCCESS,text/html;charset=utf-8,europa-dcdd7bf62e2475a14742398ca8eb446d.html,Success
2025-11-21 11:11:55,22,stateofhawaiigov-c5b1bba55b2778ad39ca1a9939acae2e,https://files.hawaii.gov/dbedt/annuals/2012/2012-biofuels-study-act-203.pdf,SKIPPED,N/A,stateofhawaiigov-c5b1bba55b2778ad39ca1a9939acae2e.pdf,Already downloaded
2025-11-21 11:11:57,23,fao-257ba4436c354d2f53de4afc6659fb25,https://openknowledge.fao.org/handle/20.500.14283/i1199e,SUCCESS,text/html; charset=utf-8,fao-257ba4436c354d2f53de4afc6659fb25.html,Success
2025-11-21 11:12:00,24,europa-d6d0922d61a9b9e501740bd7f98713bc,https://op.europa.eu/en/publication-detail/-/publication/ad2dfc95-0c15-11ea-8c1f-01aa75ed71a1/language-en/format-PDF,SUCCESS,text/html;charset=utf-8,europa-d6d0922d61a9b9e501740bd7f98713bc.html,Success
2025-11-21 11:12:01,25,fao-257ba4436c354d2f53de4afc6659fb25,https://openknowledge.fao.org/handle/20.500.14283/i1199e,SKIPPED,N/A,fao-257ba4436c354d2f53de4afc6659fb25.html,Already downloaded
2025-11-21 11:12:01,26,stateofminnesota-ee417091e4fac39fc1335ec0084450cb,https://www.lccmr.mn.gov/projects/2010/finals/2010_07a.pdf,SKIPPED,N/A,stateofminnesota-ee417091e4fac39fc1335ec0084450cb.pdf,Already downloaded
2025-11-21 11:12:03,27,nzparl_environment-8c97ebd49bfd4181556e2fda7d643c7d,https://www.pce.parliament.nz/publications/archive/2007-2010/some-biofuels-are-better-than-others-thinking-strategically-about-biofuels,SUCCESS,text/html; charset=utf-8,nzparl_environment-8c97ebd49bfd4181556e2fda7d643c7d.html,Success
2025-11-21 11:12:04,28,gpogov-3365421e8ea417c667e3318ca39de901,https://purl.fdlp.gov/GPO/gpo177397,SKIPPED,N/A,gpogov-3365421e8ea417c667e3318ca39de901.pdf,Already downloaded
2025-11-21 11:12:04,29,committee_house-c81f2d480ccacb2cc8e6cdf36313f29b,https://www.congress.gov/event/111th-congress/house-event/LC5644/text,FAILED,N/A,N/A,403 Client Error: Forbidden for url: https://www.congress.gov/event/111th-congress/house-event/LC5644/text
2025-11-21 11:12:05,30,fao-a1c7ee4e8dd711623468b4ea08b3e363,https://openknowledge.fao.org/handle/20.500.14283/i1704e,SKIPPED,N/A,fao-a1c7ee4e8dd711623468b4ea08b3e363.html,Already downloaded
2025-11-21 11:12:09,31,worldbank-d9eba097637f7411693364e3acb19a78,https://hdl.handle.net/10986/3891,SUCCESS,text/html; charset=utf-8,worldbank-d9eba097637f7411693364e3acb19a78.html,Success
2025-11-21 11:12:10,32,stateofhawaiigov-846ba004d9c38f628e1db01c3e8a52ad,http://files.hawaii.gov/dbedt/annuals/2011/2011-biofuels-interim.pdf,SKIPPED,N/A,stateofhawaiigov-846ba004d9c38f628e1db01c3e8a52ad.pdf,Already downloaded
2025-11-21 11:12:11,33,jointresearcheu-bda14acc9d41b4864f8e828cde50d446,https://publications.jrc.ec.europa.eu/repository/handle/JRC118309,SUCCESS,text/html;charset=utf-8,jointresearcheu-bda14acc9d41b4864f8e828cde50d446.html,Success
2025-11-21 11:12:14,34,irena-6e473a54606b53d6b57d539c136f86c0,https://www.irena.org/publications/2013/Jan/Production-of-Liquid-Biofuels,SUCCESS,text/html; charset=utf-8,irena-6e473a54606b53d6b57d539c136f86c0.html,Success
2025-11-21 11:12:14,35,nygov-69aaa127ba39339b70054641d01b59db,https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/Publications/Renewable-Fuels-Roadmap/Renewable-Fuels-Roadmap-2011-Update.pdf,SKIPPED,N/A,nygov-69aaa127ba39339b70054641d01b59db.pdf,Already downloaded
2025-11-21 11:12:17,36,vttfi-8f91987de62e1f223e004ec8da1075f9,https://cris.vtt.fi/en/publications/sustainable-algal-biomass-products-by-cultivation-in-waste-water-,SUCCESS,text/html;charset=utf-8,vttfi-8f91987de62e1f223e004ec8da1075f9.html,Success
2025-11-21 11:12:18,37,gpogov-d5029a0197d279b0d2cde35b35d558fd,https://purl.fdlp.gov/GPO/gpo186895,SKIPPED,N/A,gpogov-d5029a0197d279b0d2cde35b35d558fd.pdf,Already downloaded
2025-11-21 11:12:21,38,europa-5bf3c0c96f292556dcf8f429bcee4d61,https://op.europa.eu/en/publication-detail/-/publication/1672d98d-063c-11e8-b8f5-01aa75ed71a1/language-en/format-PDF,SUCCESS,text/html;charset=utf-8,europa-5bf3c0c96f292556dcf8f429bcee4d61.html,Success
2025-11-21 11:12:25,39,fao-69f007fc672fccba160e581271792883,http://www.fao.org/documents/card/en/c/6478a030-abb4-51ef-a97f-8c3421dd03b9,SUCCESS,text/html; charset=utf-8,fao-69f007fc672fccba160e581271792883.html,Success
2025-11-21 11:12:27,40,jointresearcheu-493a63e1bcd237439811acbd357d28b5,https://publications.jrc.ec.europa.eu/repository/handle/JRC98760,SUCCESS,text/html;charset=utf-8,jointresearcheu-493a63e1bcd237439811acbd357d28b5.html,Success
2025-11-21 11:12:30,41,worldbank-c54fc9aa84cc8cb844438d7ac36f1b6d,https://openknowledge.worldbank.org/handle/10986/3891,SUCCESS,text/html; charset=utf-8,worldbank-c54fc9aa84cc8cb844438d7ac36f1b6d.html,Success
2025-11-21 11:12:32,42,fao-257ba4436c354d2f53de4afc6659fb25,https://openknowledge.fao.org/handle/20.500.14283/i1199e,SKIPPED,N/A,fao-257ba4436c354d2f53de4afc6659fb25.html,Already downloaded
2025-11-21 11:12:47,43,stateofhawaiigov-2f66149432dfd0c99895ed81512aa3c2,https://www.energy.hawaii.gov/wp-content/uploads/2011/10/BiofuelsStudy_Act203_Dec2012.pdf,FAILED,N/A,N/A,"HTTPSConnectionPool(host='www.energy.hawaii.gov', port=443): Max retries exceeded with url: /wp-content/uploads/2011/10/BiofuelsStudy_Act203_Dec2012.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000023439CB3950>, 'Connection to www.energy.hawaii.gov timed out. (connect timeout=15)'))"
2025-11-21 11:12:49,44,jointresearcheu-f7052a78b4edfb3daf0b3f4b4d459489,https://publications.jrc.ec.europa.eu/repository/handle/JRC130727,SUCCESS,text/html;charset=utf-8,jointresearcheu-f7052a78b4edfb3daf0b3f4b4d459489.html,Success
2025-11-21 11:12:51,45,fao-cb3515001b5f18397dcdd227636d1c4b,https://openknowledge.fao.org/handle/20.500.14283/i3009e,SUCCESS,text/html; charset=utf-8,fao-cb3515001b5f18397dcdd227636d1c4b.html,Success
2025-11-21 11:12:52,46,stateofhawaiigov-badd309e9c568baca617592acd08a7a0,http://files.hawaii.gov/dbedt/annuals/2012/2012-biofuels-study-act-203.pdf,SKIPPED,N/A,stateofhawaiigov-badd309e9c568baca617592acd08a7a0.pdf,Already downloaded
2025-11-21 11:12:54,47,vttfi-c4048ef5b819b0297cf2ac02cc797b20,https://cris.vtt.fi/en/publications/algal-energy-roadmap-in-india-opportunities-for-finnish-industrie,SUCCESS,text/html;charset=utf-8,vttfi-c4048ef5b819b0297cf2ac02cc797b20.html,Success
2025-11-21 11:13:10,48,stateofhawaiigov-4a4d4f499a4ad1feb3bbeabcb57a0a7b,https://www.energy.hawaii.gov/wp-content/uploads/2011/10/Hawaii-Biofuels-Assessment-Report.pdf,FAILED,N/A,N/A,"HTTPSConnectionPool(host='www.energy.hawaii.gov', port=443): Max retries exceeded with url: /wp-content/uploads/2011/10/Hawaii-Biofuels-Assessment-Report.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000002343A4690D0>, 'Connection to www.energy.hawaii.gov timed out. (connect timeout=15)'))"
2025-11-21 11:13:12,49,fao-257ba4436c354d2f53de4afc6659fb25,https://openknowledge.fao.org/handle/20.500.14283/i1199e,SKIPPED,N/A,fao-257ba4436c354d2f53de4afc6659fb25.html,Already downloaded
2025-11-21 11:13:13,50,nrelosti-eb212aca646580a7ad6f16ffbb753fed,https://www.osti.gov/biblio/1333278,SUCCESS,text/html;charset=utf-8,nrelosti-eb212aca646580a7ad6f16ffbb753fed.html,Success
2025-11-21 11:13:14,51,gaogov-96533a1c04cff83f4a3129dec16f11c6,https://www.gao.gov/products/GAO-10-116,FAILED,N/A,N/A,403 Client Error: Forbidden for url: https://www.gao.gov/products/GAO-10-116
2025-11-21 11:13:17,52,europa-7dc0543c49abf872c29e6a957e06809e,https://op.europa.eu/en/publication-detail/-/publication/e88adf37-662d-11ed-9f85-01aa75ed71a1/language-en,SUCCESS,text/html;charset=utf-8,europa-7dc0543c49abf872c29e6a957e06809e.html,Success
2025-11-21 11:13:33,53,stateofidaho-7fb28f3ef5dff3433673d2fac83496bb,https://boardofed.idaho.gov/wp-content/uploads/2022/07/BSU-Passero_Feris_Incubation_Fund_-FY2017.pdf,FAILED,N/A,N/A,"HTTPSConnectionPool(host='boardofed.idaho.gov', port=443): Max retries exceeded with url: /wp-content/uploads/2022/07/BSU-Passero_Feris_Incubation_Fund_-FY2017.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000002343A469070>, 'Connection to boardofed.idaho.gov timed out. (connect timeout=15)'))"
2025-11-21 11:13:36,54,egmont-bc5629526525da9feb1564d0d10e3fda,https://www.egmontinstitute.be/the-eu-regime-on-biofuels-in-transport-still-in-search-of-sustainability/,SUCCESS,text/html; charset=utf-8,egmont-bc5629526525da9feb1564d0d10e3fda.html,Success
2025-11-21 11:13:38,55,unitedstatesstudy-eb8ad91cc5cf21ce788ce169cffab25d,https://www.ussc.edu.au/analysis/advanced-biofuels-from-micoalgae-a-review-of-the-industry-in-the-usa-and-australia,SUCCESS,text/html; charset=utf-8,unitedstatesstudy-eb8ad91cc5cf21ce788ce169cffab25d.html,Success
2025-11-21 11:13:41,56,europa-cbe7e89a10adc730c3515dbde2f621a4,https://op.europa.eu/en/publication-detail/-/publication/72655549-7485-11ee-99ba-01aa75ed71a1/language-en,SUCCESS,text/html;charset=utf-8,europa-cbe7e89a10adc730c3515dbde2f621a4.html,Success
2025-11-21 11:13:43,57,oecddiscovery-4989d68b4c0e3ed5ebdf0f364203ad07,https://dx.doi.org/10.1787/9789264118461-en,FAILED,N/A,N/A,403 Client Error: Forbidden for url: https://www.oecd.org/en/publications/technology-roadmap-biofuels-for-transport_9789264118461-en.html
2025-11-21 11:13:44,58,governmentofphillippines-50c5a590e436411bf5ae9b6ef0d6c159,https://www.stii.dost.gov.ph/images/jdownloads/pdf_files/psta/PSTA_2019_Dec.pdf,SKIPPED,N/A,governmentofphillippines-50c5a590e436411bf5ae9b6ef0d6c159.pdf,Already downloaded
2025-11-21 11:13:44,59,stateofminnesota-0455771a99344dee19f573edca17c72a,https://www.lccmr.mn.gov/proposals/2026/originals/proposal_2026-168.pdf,SKIPPED,N/A,stateofminnesota-0455771a99344dee19f573edca17c72a.pdf,Already downloaded
2025-11-21 11:13:47,60,europa-1c661099efc770c896c81fc3340752f0,https://op.europa.eu/en/publication-detail/-/publication/72655549-7485-11ee-99ba-01aa75ed71a1/language-en/format-PDF,SUCCESS,text/html;charset=utf-8,europa-1c661099efc770c896c81fc3340752f0.html,Success
2025-11-21 11:13:48,61,internationalenergyagency-9241b0b8ead89a80f1e5a248226de1db,https://www.iea.org/reports/technology-roadmap-biofuels-for-transport,SUCCESS,text/html; charset=utf-8,internationalenergyagency-9241b0b8ead89a80f1e5a248226de1db.html,Success
2025-11-21 11:13:51,62,europa-c433300a06b107b6c4035056cf312dd6,https://op.europa.eu/en/publication-detail/-/publication/4908a674-063f-11e8-b8f5-01aa75ed71a1/language-en/format-PDF,SUCCESS,text/html;charset=utf-8,europa-c433300a06b107b6c4035056cf312dd6.html,Success
2025-11-21 11:13:52,63,committee_house-52914e7001e5c8eb6ff3d95b08d90aa7,https://www.congress.gov/event/111th-congress/house-event/LC4400/text,FAILED,N/A,N/A,403 Client Error: Forbidden for url: https://www.congress.gov/event/111th-congress/house-event/LC4400/text
2025-11-21 11:13:55,64,parliamentoffinland-32bfd364c9aa1c322c88d0d70fd56062,https://www.eduskunta.fi/FI/tietoaeduskunnasta/julkaisut/Documents/tutkas_8+2009.pdf,SUCCESS,text/html,parliamentoffinland-32bfd364c9aa1c322c88d0d70fd56062.html,Success
2025-11-21 11:13:56,65,gaogov-8da4ecb9b321fd1633ec749b2ff36d1f,https://www.gao.gov/products/GAO-09-862T,FAILED,N/A,N/A,403 Client Error: Forbidden for url: https://www.gao.gov/products/GAO-09-862T
2025-11-21 11:13:59,66,nrelosti-75034c0b2bd53a3bca7001e8f67b9023,https://www.osti.gov/biblio/1807565,SUCCESS,text/html;charset=utf-8,nrelosti-75034c0b2bd53a3bca7001e8f67b9023.html,Success
2025-11-21 11:14:01,67,jointresearcheu-e0fdee58d8dc1b38235053fe8c1e822f,https://publications.jrc.ec.europa.eu/repository/handle/JRC135082,SUCCESS,text/html;charset=utf-8,jointresearcheu-e0fdee58d8dc1b38235053fe8c1e822f.html,Success
2025-11-21 11:14:10,68,ieep-55f03ec3d014da440d6f85e9599a418d,https://ieep.eu/publications/the-sustainability-of-advanced-biofuels-in-the-eu,SUCCESS,text/html; charset=utf-8,ieep-55f03ec3d014da440d6f85e9599a418d.html,Success
2025-11-21 11:14:11,69,stateofhawaiigov-32e8a006e944b7024431906ee3daabb9,https://energy.hawaii.gov/wp-content/uploads/2011/10/HCEI-23077-DBEDTEnergyUpdateFinal-LoResPDFNoCrops-Slugs-ToKY2-23-12.pdf,SKIPPED,N/A,stateofhawaiigov-32e8a006e944b7024431906ee3daabb9.pdf,Already downloaded
2025-11-21 11:14:26,70,stateofidaho-a6fe7403d6b4f3602f0e39af855eb0cb,https://boardofed.idaho.gov/wp-content/uploads/2022/07/IF-18-001-BSU.pdf,FAILED,N/A,N/A,"HTTPSConnectionPool(host='boardofed.idaho.gov', port=443): Max retries exceeded with url: /wp-content/uploads/2022/07/IF-18-001-BSU.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000023439CB3350>, 'Connection to boardofed.idaho.gov timed out. (connect timeout=15)'))"
2025-11-21 11:14:28,71,worldenergycouncil-74261960cecc9478b793d12ca7037080,https://www.worldenergy.org/publications/2010/biofuels-policies-standards-and-technologies,FAILED,N/A,N/A,404 Client Error: Not Found for url: https://www.worldenergy.org/publications/2010/biofuels-policies-standards-and-technologies
2025-11-21 11:14:32,72,europa-dc0d7046e43234ae9d8bc4b9ec9d4a53,https://op.europa.eu/en/publication-detail/-/publication/e88adf37-662d-11ed-9f85-01aa75ed71a1/language-en/format-PDF,SUCCESS,text/html;charset=utf-8,europa-dc0d7046e43234ae9d8bc4b9ec9d4a53.html,Success
2025-11-21 11:14:33,73,fao-cb3515001b5f18397dcdd227636d1c4b,https://openknowledge.fao.org/handle/20.500.14283/i3009e,SKIPPED,N/A,fao-cb3515001b5f18397dcdd227636d1c4b.html,Already downloaded
2025-11-21 11:14:34,74,nrelosti-706cbebed0906063b5ef950f9b51acc4,https://www.osti.gov/biblio/1769815,SUCCESS,text/html;charset=utf-8,nrelosti-706cbebed0906063b5ef950f9b51acc4.html,Success
2025-11-21 11:14:38,75,irena-a7896f456d6507cf842f188f4ce489a9,https://www.irena.org/publications/2019/Nov/Advanced-biofuels-What-holds-them-back,SUCCESS,text/html; charset=utf-8,irena-a7896f456d6507cf842f188f4ce489a9.html,Success
2025-11-21 11:14:40,76,stateofhawaiigov-35749cbbf0b7eccd4ba847d8fbcdbd19,http://energy.hawaii.gov/wp-content/uploads/2011/10/HCEI-23077-DBEDTEnergyUpdateFinal-LoResPDFNoCrops-Slugs-ToKY2-23-12.pdf,SKIPPED,N/A,stateofhawaiigov-35749cbbf0b7eccd4ba847d8fbcdbd19.pdf,Already downloaded
2025-11-21 11:14:40,77,congressionalresearch-b7fb3fc906accd726427dbb6f17d0467,https://crsreports.congress.gov/product/pdf/download/R/R42566/R42566.pdf/,FAILED,N/A,N/A,403 Client Error: Forbidden for url: https://crsreports.congress.gov/product/pdf/download/R/R42566/R42566.pdf/
2025-11-21 11:14:42,78,icct-0a4f7deaa941952dbd70ae29b83a459c,https://theicct.org/publication/eu-energy-council-draft-directive-on-indirect-land-use-change/,FAILED,N/A,N/A,403 Client Error: Forbidden for url: https://theicct.org/publication/eu-energy-council-draft-directive-on-indirect-land-use-change/
2025-11-21 11:14:45,79,nrelosti-6a66f2c3139413815229754495790d1f,https://www.osti.gov/biblio/1798517,SUCCESS,text/html;charset=utf-8,nrelosti-6a66f2c3139413815229754495790d1f.html,Success
2025-11-21 11:14:45,80,stateofhawaiigov-a89ebf379ac8aade9484be84efc255f9,https://hdoa.hawaii.gov/wp-content/uploads/2013/07/Energy-Feedstock-Report-12.7.09-FINAL.pdf,SKIPPED,N/A,stateofhawaiigov-a89ebf379ac8aade9484be84efc255f9.pdf,Already downloaded
2025-11-21 11:14:48,81,europa-4d26791b947b1619157dba7da2f86c02,https://op.europa.eu/en/publication-detail/-/publication/f5db235b-0b50-11ea-8c1f-01aa75ed71a1/language-en/format-PDF,SUCCESS,text/html;charset=utf-8,europa-4d26791b947b1619157dba7da2f86c02.html,Success
2025-11-21 11:14:52,82,gpogov-30ea7b0766784ac7d94d0371ec7bcd69,https://purl.fdlp.gov/GPO/gpo160118,FAILED,N/A,N/A,403 Client Error: Forbidden for url: https://permanent.fdlp.gov/gpo160118/78237.pdf
2025-11-21 11:14:53,83,stateofminnesota-763293479fc4c9554aa3250e42c7dec4,https://www.lrl.mn.gov/docs/2011/mandated/110289.pdf,SKIPPED,N/A,stateofminnesota-763293479fc4c9554aa3250e42c7dec4.pdf,Already downloaded
2025-11-21 11:14:53,84,icct-11f5e184eece98a724c65c70c3528aee,https://theicct.org/publication/measuring-and-addressing-investment-risk-in-the-second-generation-biofuels-industry/,FAILED,N/A,N/A,403 Client Error: Forbidden for url: https://theicct.org/publication/measuring-and-addressing-investment-risk-in-the-second-generation-biofuels-industry/
2025-11-21 11:14:59,85,instituteofdevelopmentstudies-a26ed8cc2a8df5dc4955ba3944e944ce,https://opendocs.ids.ac.uk/opendocs/handle/20.500.12413/11919,SUCCESS,text/html,instituteofdevelopmentstudies-a26ed8cc2a8df5dc4955ba3944e944ce.html,Success
2025-11-21 11:15:03,86,europa-ca0d283a7f7c91d850526177bc8524fb,https://op.europa.eu/en/publication-detail/-/publication/358a6c92-6a89-11eb-aeb5-01aa75ed71a1/language-en/format-PDF,SUCCESS,text/html;charset=utf-8,europa-ca0d283a7f7c91d850526177bc8524fb.html,Success
2025-11-21 11:15:06,87,europa-5be0e4828e59f86fcaedffdc68a10408,https://op.europa.eu/en/publication-detail/-/publication/f70a757a-a7bd-11ef-acb1-01aa75ed71a1/language-en,SUCCESS,text/html;charset=utf-8,europa-5be0e4828e59f86fcaedffdc68a10408.html,Success
2025-11-21 11:15:08,88,foundationforeconomiceducation-f68c026a896b9227df8cf7df237e61e5,https://fee.org/articles/ethanol-is-terrible-for-health-and-the-environment-but-government-keeps-backing-it/,FAILED,N/A,N/A,520 Server Error: <none> for url: https://fee.org/articles/ethanol-is-terrible-for-health-and-the-environment-but-government-keeps-backing-it/
2025-11-21 11:15:11,89,europa-d4fffaeb0b3dd33ac4242ea78c61328c,https://op.europa.eu/en/publication-detail/-/publication/4908a674-063f-11e8-b8f5-01aa75ed71a1/language-en,SUCCESS,text/html;charset=utf-8,europa-d4fffaeb0b3dd33ac4242ea78c61328c.html,Success
2025-11-21 11:15:16,90,fao-9f0dc0db89da2db66020a7f8889b43e0,http://www.fao.org/documents/card/en/c/26f89849-99a0-5b7c-bc3a-6e81e550499f,SUCCESS,text/html; charset=utf-8,fao-9f0dc0db89da2db66020a7f8889b43e0.html,Success
2025-11-21 11:15:17,91,fao-257ba4436c354d2f53de4afc6659fb25,https://openknowledge.fao.org/handle/20.500.14283/i1199e,SKIPPED,N/A,fao-257ba4436c354d2f53de4afc6659fb25.html,Already downloaded
2025-11-21 11:15:17,92,fao-257ba4436c354d2f53de4afc6659fb25,https://openknowledge.fao.org/handle/20.500.14283/i1199e,SKIPPED,N/A,fao-257ba4436c354d2f53de4afc6659fb25.html,Already downloaded
2025-11-21 11:15:18,93,congressionalresearch-2f45fb1d5311a7a5ed942959c5030a7a,https://crsreports.congress.gov/product/pdf/download/R/R41631/R41631.pdf/,FAILED,N/A,N/A,403 Client Error: Forbidden for url: https://crsreports.congress.gov/product/pdf/download/R/R41631/R41631.pdf/
2025-11-21 11:15:20,94,jointresearcheu-afe1edf80b02914dbd119c80add35ba1,https://publications.jrc.ec.europa.eu/repository/handle/JRC118317,SUCCESS,text/html;charset=utf-8,jointresearcheu-afe1edf80b02914dbd119c80add35ba1.html,Success
2025-11-21 11:15:21,95,fao-a1c7ee4e8dd711623468b4ea08b3e363,https://openknowledge.fao.org/handle/20.500.14283/i1704e,SKIPPED,N/A,fao-a1c7ee4e8dd711623468b4ea08b3e363.html,Already downloaded
2025-11-21 11:15:21,96,fao-cb3515001b5f18397dcdd227636d1c4b,https://openknowledge.fao.org/handle/20.500.14283/i3009e,SKIPPED,N/A,fao-cb3515001b5f18397dcdd227636d1c4b.html,Already downloaded
2025-11-21 11:15:22,97,unuwider-8b4d3da9d9acc89bcb570c41b3a0ef0c,https://www.wider.unu.edu/publication/biofuels-technology,SUCCESS,text/html; charset=utf-8,unuwider-8b4d3da9d9acc89bcb570c41b3a0ef0c.html,Success
2025-11-21 11:15:24,98,texasgov-578bc2e9169ca671fbaa4a8baf7e8b83,https://gov.texas.gov/uploads/files/business/renewableenergy-report.pdf,SKIPPED,N/A,texasgov-578bc2e9169ca671fbaa4a8baf7e8b83.pdf,Already downloaded
